1,1,0,0,0,0,0,0,0,2,6,1,30,82,64,0,0,28,0,1,0,0,1,1,0,0,47,1,0,4,0,0,13,21,0,0,2,2,0,0,1,15,0,0
1,0,0,0,0,0,0,0,18,9,37,15,82,1,0,1,1,0,0,2,0,0,0,11,9,28,1,0,0,0,0,0,0,0,15,2,15,4,0,0,11,1,0,0
1,1,144,3,1,4,1,4,0,0,35,8,38,3,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,15,4,1,0,0,0,0,0,0,0,94,51,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,0,13,50,31,14,3,0,0,0,1,0,0,0,0,16,2,1,0,0,0,0,0,0,21,18,0,0,0,0,0,2,0,0,0,19,0,18,2,27,35,0
1,0,0,0,0,0,0,2,13,108,4,4,27,1,0,1,0,1,0,0,0,1,0,2,0,1,21,0,2,0,0,0,2,0,0,13,8,0,0,0,0,0,0,5
1,0,0,0,0,0,0,0,4,9,32,25,31,39,0,1,3,0,0,2,0,0,0,16,9,21,0,0,0,0,0,0,0,0,11,0,7,2,0,0,11,0,0,0
1,0,0,16,10,68,21,25,7,0,0,0,19,0,0,4,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0
1,0,0,0,0,0,61,34,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,14,22,1,0,0,1,0,4,0,2,0,34,6,14,4,4,0,0
1,0,0,21,15,37,27,13,9,0,0,0,17,0,0,13,3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0
1,0,110,24,0,1,0,0,0,0,31,2,18,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,24,28,9,31,2,1,0,1,0,0,2,0,1,0,13,10,13,0,0,0,0,0,0,1,0,5,2,11,7,0,0,4,1,0,0
1,0,0,0,0,0,0,0,25,16,24,15,18,0,0,0,1,0,0,0,0,0,0,5,6,56,1,0,0,0,0,0,0,0,2,0,0,1,0,0,7,0,0,0
1,0,0,16,5,37,18,17,2,0,0,0,11,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,58,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,104,37,8,0,0,0,1,0,16,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,15,0,0,0,0,1,0,0,21,46,2,1,1,0,0
1,0,0,0,0,0,14,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,23,0,1,0,0,0,0,0,0,13,2,0,0,1,0,0,0,2
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,6,3,0,1,1,4,1,7,0,0,0
1,0,0,15,1,21,11,7,5,0,0,0,6,1,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,9,4,0,0,0,0,0,0
